"","created_at","screen_name","text","display_text_width","is_quote","is_retweet","favorite_count","retweet_count","url_present","video","photo","WD","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","year","month","January","February","March","April","May","June","July","August","September","October","November","hour","afternoon","evening","mentions_count","mentions_presence","hashtag_count","hashtag_presence","emoji_count","emoji_presence","mentions_sqrt","emoji_sqrt","favorite_log","retweet_log","target_fav_norm","target_RT_norm","target_fav","target_RT","tweet_length_scaled","followers_count_scaled","question","athletes_mentions"
"27",2018-07-14,"Nike","No love lost.

The greatest athlete ever is the mother of all inspiration. #justdoit https://t.co/BUspq4xlxF",84,0,0,12231,2302,0,0,1,"Saturday",0,0,0,0,0,1,2018,"July",0,0,0,0,0,0,1,0,0,0,0,20,0,1,0,0,1,1,0,0,0,0,9.41172899148736,7.74153358928183,1,1,1,1,1.64136155971199,5.14296990122633,0,0
"28",2018-07-11,"Nike","Unstoppable belief. #justdoit https://t.co/9Axn3glvwz",29,0,0,41663,14823,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,20,0,1,0,0,1,1,0,0,0,0,10.6373687237441,9.60393530751386,1,1,1,1,0.453534115183577,5.14296990122633,0,0
"29",2018-07-10,"Nike","Believe &gt; Pressure @KMbappe #JustDoit https://t.co/UzNdjJBS6z",40,0,0,6608,1810,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,19,1,0,1,1,1,1,0,0,1,0,8.79603631520081,7.50108212425987,1,1,1,1,0.691099604089259,5.14296990122633,0,1
"30",2018-06-10,"Nike","Again. And again. And again. And again. And again. And again. And again. And again. And again. And again.
<U+2800>
A historic 11 majors on clay, and counting. @RafaelNadal #nike #justdoit https://t.co/EgdPZ5k1kD",180,0,0,15404,5415,0,0,1,"Sunday",0,0,0,0,0,0,2018,"June",0,0,0,0,0,1,0,0,0,0,0,16,1,0,1,1,2,1,1,1,1,1,9.6423824949348,8.59692815943509,1,1,1,1,3.71466037197977,5.14296990122633,0,1
"31",2018-06-09,"Nike","Self belief makes believers. 

@Simona_Halep fearlessly captures her first major title on the clay in Paris. #nike #justdoit https://t.co/aTew6s4CQ6",124,0,0,4642,877,0,0,1,"Saturday",0,0,0,0,0,1,2018,"June",0,0,0,0,0,1,0,0,0,0,0,15,1,0,1,1,2,1,0,0,1,0,8.44290058683438,6.77650699237218,1,1,1,1,2.50523606482357,5.14296990122633,0,1
"32",2018-06-09,"Nike","A champion never settles for one.

@KDTrey5 #JustDoIt #NBAFinals https://t.co/8PXOHhCvwq",64,0,0,27110,9741,0,1,0,"Saturday",0,0,0,0,0,1,2018,"June",0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,2,1,0,0,1,0,10.2076579424927,9.18409906077096,1,1,1,1,1.2094243071562,5.14296990122633,0,0
"33",2018-05-30,"Nike","It’s one thing to put words on your back. It’s another thing to live up to them. 

#alwaysbelieve #nike @KingJames https://t.co/q04oVa6gNc",114,0,0,24500,10333,0,1,0,"Wednesday",0,0,1,0,0,0,2018,"May",0,0,0,0,1,0,0,0,0,0,0,23,0,1,1,1,2,1,0,0,1,0,10.1064283965328,9.24309793621435,1,1,1,1,2.28926743854567,5.14296990122633,0,1
"34",2018-05-24,"Nike","Reclaiming the past to empower the future.

This year’s #BETRUE collection breaks symbolic boundaries. 

Learn More: https://t.co/AgiTrZb35I #nike https://t.co/aXzMVcFx2k",146,0,0,1943,509,1,1,0,"Thursday",0,0,0,1,0,0,2018,"May",0,0,0,0,1,0,0,0,0,0,0,14,1,0,0,0,2,1,0,0,0,0,7.57198844937744,6.23244801655052,1,1,1,1,2.98036704263493,5.14296990122633,0,0
"35",2018-04-22,"Nike","Bear witness. 

Congratulations, @EliudKipchoge. #JustDoIt https://t.co/PDejVerNns",58,1,0,992,219,1,0,0,"Sunday",0,0,0,0,0,0,2018,"April",0,0,0,1,0,0,0,0,0,0,0,11,0,0,1,1,1,1,0,0,1,0,6.89972310728487,5.3890717298165,1,1,1,0,1.07984313138947,5.14296990122633,0,1
"36",2018-04-22,"Nike",".@VivianCheruiyot just took London with a personal best. 

Congratulations, Vivian. #justdoit",93,0,0,542,94,0,0,0,"Sunday",0,0,0,0,0,0,2018,"April",0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,1,1,1,0,0,1,0,6.29526600143965,4.54329478227,1,1,1,0,1.8357333233621,5.14296990122633,0,0
"37",2018-04-21,"Nike","Heart can’t be measured, only witnessed.
<U+2800> <U+2800>
On Sunday, @EliudKipchoge runs another race towards greatness. #JustDoIt https://t.co/yCwgNkvzjr",117,0,0,1318,343,0,1,0,"Saturday",0,0,0,0,0,1,2018,"April",0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,1,1,1,2,1,1,1.4142135623731,7.18387071506245,5.83773044716594,1,1,1,1,2.35405802642904,5.14296990122633,0,1
"38",2018-04-17,"Nike","Printed to the exact specifications of world-class runners.

Introducing Nike Flyprint.
https://t.co/qcdmVt2Umv https://t.co/gtmlX3EmMS",111,0,0,1699,466,1,1,0,"Tuesday",0,1,0,0,0,0,2018,"April",0,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,7.43779512167193,6.14418563412565,1,1,1,1,2.2244768506623,5.14296990122633,0,0
"39",2018-04-13,"Nike","Can you imagine?
Winning the same marathon that inspired you to run marathons?

<U+0001F44B>@ShalaneFlanagan #justdoit https://t.co/PkpuDSKxpG",107,0,0,1773,357,0,1,0,"Friday",0,0,0,0,1,0,2018,"April",0,0,0,1,0,0,0,0,0,0,0,15,1,0,1,1,1,1,1,1,1,1,7.48042830607421,5.87773578177964,1,1,1,1,2.13808940015115,5.14296990122633,1,0
"40",2018-04-09,"Nike","Confidence from start to finish. 

@PReedGolf wins first major championship at The Masters. #justdoit https://t.co/Ejx2oKcGcy",101,0,0,10172,1064,0,0,1,"Monday",1,0,0,0,0,0,2018,"April",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,9.22739412654201,6.96979066990159,1,1,1,1,2.00850822438441,5.14296990122633,0,0
"41",2018-04-05,"Nike","When @TigerWoods plays golf, the world watches. Welcome Back. https://t.co/N12YmLfGCY",61,0,0,60177,18128,0,1,0,"Thursday",0,0,0,1,0,0,2018,"April",0,0,0,1,0,0,0,0,0,0,0,16,1,0,1,1,0,0,0,0,1,0,11.0050454984928,9.80521298326779,1,1,1,1,1.14463371927284,5.14296990122633,0,1
"42",2018-03-26,"Nike","You ready? #AirMaxDay https://t.co/58atoX0SXI",21,1,0,3298,476,1,0,0,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,23,0,1,0,0,1,1,0,0,0,0,8.10107150311954,6.16541785423142,1,1,1,1,0.280759214161262,5.14296990122633,1,0
"43",2018-03-25,"Nike","Don’t miss it. #AirMax Day. https://t.co/2XH5TJJhJh",27,1,0,1979,338,1,0,0,"Sunday",0,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,0,0,0,0,7.59034694560257,5.82304589548302,1,1,1,1,0.410340389927998,5.14296990122633,0,0
"44",2018-03-05,"Nike",".@SerenaWilliams has proven time and time again, there’s no wrong way to be a woman. #UntilWeAllWin https://t.co/aAMZv9IjCW",99,0,0,20660,6350,0,1,0,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,0,9.93595474267363,8.75621009188674,1,1,1,1,1.96531449912883,5.14296990122633,0,1
"45",2018-03-01,"Nike","When our world gets stuck, there’s only one option - #ChooseGo.

https://t.co/lpWAcMefEl https://t.co/0rAm25J37q",88,0,0,3311,1204,1,1,0,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,8.10500553754725,7.09340462586877,1,1,1,1,1.72774901022315,5.14296990122633,0,0
"46",2018-03-01,"Nike","Don't get stuck. #ChooseGo https://t.co/3o3lXSg1qe",26,0,0,3575,1042,0,1,0,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,8.18172045512811,6.94889722231331,1,1,1,1,0.388743527300208,5.14296990122633,0,0
"47",2018-02-16,"Nike","Age is just a number until you’re number one. @rogerfederer https://t.co/Dg4T8JakAN",59,0,0,16410,7714,0,1,0,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,20,0,1,1,1,0,0,0,0,1,0,9.70564618408414,8.95079213876817,1,1,1,1,1.10143999401726,5.14296990122633,0,1
"48",2018-02-15,"Nike","Welcome to #NBAAllStar Weekend in Los Angeles.

This weekend, we celebrate the makers of the game. Those who revolutionize sport and culture, and do it like it’s never been done before. From the legacy of @kobebryant to those inventing the future, we are #MakersOfTheGame. https://t.co/43UcezF9rG",272,0,0,1415,412,0,1,0,"Thursday",0,0,0,1,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,17,1,0,1,1,2,1,0,0,1,0,7.25488481007734,6.02102334934953,1,1,1,1,5.70157173373639,5.14296990122633,0,0
"49",2018-02-09,"Nike","In every step. With every breath. #airmovesyou

Sound on. <U+0001F508> https://t.co/O79rImWETh",59,0,0,2731,722,0,1,0,"Friday",0,0,0,0,1,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,1,1,1,0,1,7.91242312147371,6.58202513889283,1,1,1,1,1.10143999401726,5.14296990122633,0,0
"50",2018-02-07,"Nike","If you have a body, you’re an athlete. Incredible story @CharlieJabaley. But it’s not over yet... https://t.co/SBlFC1isjL",97,1,0,1128,315,1,0,0,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,18,1,0,1,1,0,0,0,0,1,0,7.028201432058,5.75257263882563,1,1,1,1,1.92212077387325,5.14296990122633,0,0
"51",2018-02-05,"Nike","Dogs over dynasty. <U+0001F3C6> #SBLII https://t.co/5V0EUmNI3f",71,0,1,0,921,0,1,0,"Monday",1,0,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,1,1,0,1,0,6.82546003625531,0,1,0,1,1.36060234555073,5.14296990122633,0,0
"52",2018-01-28,"Nike","Outplay yourself.

@rogerfederer, Melbourne's defending champion and holder of 19 major titles, just beat his own record, by winning 20. #justdoit https://t.co/NFq0lkqVgX",146,0,0,9205,4690,0,0,1,"Sunday",0,0,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,1,1,0,0,1,0,9.12750209366718,8.45318786144033,1,1,1,1,2.98036704263493,5.14296990122633,0,1
"53",2018-01-23,"Nike","Learn more about the Inspiration behind the Innovation: https://t.co/ab5hO9VQE5

#nikereact https://t.co/TmUka0QzEz",91,0,0,2735,3245,1,0,1,"Tuesday",0,1,0,0,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,1,1,0,0,0,0,7.91388671485608,8.08487062913819,1,1,1,1,1.79253959810652,5.14296990122633,0,0
"54",2018-01-04,"Nike","I am so excited to share with you all that I have officially joined the @Nike @Nikecourt family!!! https://t.co/5A7iGcULR6",140,0,1,0,799,0,0,0,"Thursday",0,0,0,1,0,0,2018,"January",1,0,0,0,0,0,0,0,0,0,0,21,0,1,2,1,0,0,0,0,1.4142135623731,0,0,6.68336094576627,0,1,0,1,2.8507858668682,5.14296990122633,0,0
"55",2017-12-26,"Nike","Happy Handle-days, from @KyrieIrving. #FindYourGroove #NBAXmas https://t.co/Rd2hbCQT2R",62,0,0,2351,557,0,1,0,"Tuesday",0,1,0,0,0,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,0,7.76259604854007,6.32256523992728,1,1,1,1,1.16623058190063,5.14296990122633,0,1
"56",2017-12-18,"Nike","8 started the journey, 24 completed it. #8v24 https://t.co/eAYOMGVinH",45,1,0,2044,638,1,0,0,"Monday",1,0,0,0,0,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,7.6226639513236,6.45833828334479,1,1,1,1,0.799083917228206,5.14296990122633,0,0
"57",2017-12-08,"Nike","MJ never lost, he learned. #WinLike96 https://t.co/QMXvbcoGoU",37,0,0,4924,1619,1,0,0,"Friday",0,0,0,0,1,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,8.50187648730434,7.38956395367764,1,1,1,1,0.626309016205892,5.14296990122633,0,0
"58",2017-12-07,"Nike","Another dream come true. Unbelievable feeling. Thanks to my family, friends, teammates, coaches and everyone that stood by my side throughout the years.<U+0001F44C><U+0001F3FD><U+0001F51D> https://t.co/A9jyYswePD",140,0,1,0,82803,0,0,0,"Thursday",0,0,0,1,0,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,3,1,0,1.73205080756888,0,11.3242195716011,0,1,0,1,2.8507858668682,5.14296990122633,0,0
"59",2017-11-21,"Nike","Some things are NY made.
Others were made for NY. 
@Nike X OBJ X #AF1 https://t.co/E3X4UA0m90",104,0,1,0,2197,0,1,0,"Tuesday",0,1,0,0,0,0,2017,"November",0,0,0,0,0,0,0,0,0,0,1,21,0,1,1,1,1,1,0,0,1,0,0,7.69484807238461,0,1,0,1,2.07329881226778,5.14296990122633,0,0
"60",2017-11-02,"Nike","Never bet against Houston. https://t.co/0mDkp0ijy4",26,0,0,29933,17272,0,0,1,"Thursday",0,0,0,1,0,0,2017,"November",0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,10.3067168297027,9.75684197219464,1,1,1,1,0.388743527300208,5.14296990122633,0,0
"61",2019-02-11,"adidas","Running: it’s not what you think it is.

Visit https://t.co/zPhkAgl4Pg to watch Recode Running: an @adidasRunning original film series following the journey of runners that are redefining what running is around the world. https://t.co/i6EYq97kfz",221,0,0,198,33,1,1,0,"Monday",1,0,0,0,0,0,2019,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,1,1,0,0,0,0,1,0,5.28826703069454,3.49650756146648,1,1,0,0,4.60013173971913,4.03207606992551,0,0
"62",2019-02-11,"adidas","“I’m way further up this never-ending mountain than I thought I would ever be.”
@donaldglover 
Record of the Year, Best Music Video, Song of the Year, Best Rap/Sung Performance.
.
#HereToCreate https://t.co/vB1g9qX67J",193,0,0,1419,249,0,0,1,"Monday",1,0,0,0,0,0,2019,"February",0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0,1,0,7.25770767716004,5.51745289646471,1,1,1,0,3.99541958614103,4.03207606992551,0,0
"63",2019-02-04,"adidas","It's His House.
Sony Michel, Champion.
#HereToCreate

@Flyguy2stackz 
@adidasFballUS https://t.co/oyC5IawU6a",84,0,0,1456,136,0,0,1,"Monday",1,0,0,0,0,0,2019,"February",0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,1,0,0,1.4142135623731,0,7.28344822875663,4.91265488573605,1,1,1,0,1.64136155971199,4.03207606992551,0,0
"64",2019-02-02,"adidas","Let whoever say whatever.
Patrick Mahomes II, MVP. 
#HereToCreate

@PatrickMahomes5 
@adidasFballUS https://t.co/4Ku16oV5wd",99,0,0,5084,670,0,0,1,"Saturday",0,0,0,0,0,1,2019,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,2,1,1,1,0,0,1.4142135623731,0,8.53385363230935,6.50727771238501,1,1,1,1,1.96531449912883,4.03207606992551,0,0
"65",2019-01-26,"adidas","All the way up. No stopping the rise of @Naomi_Osaka_.
 #HereToCreate https://t.co/rMcGR7SFEg",69,0,0,11941,1876,0,0,1,"Saturday",0,0,0,0,0,1,2019,"January",1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,1,1,0,0,1,0,9.38773313553338,7.53689712956617,1,1,1,1,1.31740862029515,4.03207606992551,0,1
"66",2018-12-11,"adidas","<U+0001F5E3><U+FE0F> Now we want to hear from you. 
Use #CreatorsUnite to share the barriers she faces and how we can help break them.

LA and NY, you’re up first in 2019. https://t.co/36s0M8DIBf",153,0,0,282,65,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"December",0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,2,1,0,1.4142135623731,5.64190707093811,4.17438726989564,1,1,0,0,3.13154508102946,4.03207606992551,0,0
"67",2018-12-10,"adidas","She. Breaks. Barriers.
<U+0001F5E3> Use #CreatorsUnite to let us know the barriers she faces in sport and the ways we can remove them. https://t.co/AgOJwAPIrr",123,0,0,5323,875,0,1,0,"Monday",1,0,0,0,0,0,2018,"December",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,1,8.57979233317276,6.77422388635761,1,1,1,1,2.48363920219578,4.03207606992551,0,0
